LineID	ControlName	English	French	German	Italian	Japanese	Korean	Russian	Spanish	Brazilian	Polish	Tags
3972	DF_SHOP_POPUP_REFRESHED	Shop has been restocked with new items.	La boutique a reçu de nouveaux articles.	Der Shop hat eine Lieferung neuer Objekte erhalten.	Il negozio è stato rifornito con nuovi oggetti.	ショップにアイテムが入荷しました。	상점이 새로운 아이템으로 채워졌습니다.	В магазине появились новые предметы.	Han llegado objetos nuevos a la tienda.	A loja foi reabastecida com novos itens.	W sklepie pojawiły się nowe przedmioty.	DF,SHOP,POPUP
4906	DF_SHOP_PVP_REFRESH_ARE_YOU_SURE	Are you sure you want to refresh the PVP pack for {0}?	Veux-tu vraiment réactualiser le pack PvP contre {0} ?	Bist du sicher, dass du das PvP-Paket für {0} aktualisieren möchtest?	Vuoi davvero aggiornare il pacchetto PvP per {0}?	{0} のPVPパックを更新しても\nいいですか？	{0} 에 PvP 팩을 새로 고치시겠습니까?	Ты точно хочешь обновить PvP-набор за {0}?	¿Seguro que quieres actualizar el pack JcJ por {0}?	Deseja mesmo atualizar o pacote JxJ de {0}?	Na pewno chcesz odświeżyć pakiet PVP za {0}?	DF,SHOP,POPUP
7229	DF_SHOP_NOT_ENOUGH_GEMS	You don't have enough Eternity Gems to buy this pack.\nEternity Gems were part of event rewards in the months leading to the release of Superhero theme.	Tu n'as pas assez de gemmes d'éternité pour acheter ce pack.\nLes gemmes d'éternité faisaient partie des récompenses d'événement les mois précédant la sortie du thème Super-héros.	Du besitzt nicht genug Ewige Edelsteine, um dieses Paket zu kaufen.\nEwige Edelsteine waren Teil der Event-Belohnungen in den Monaten vor der Veröffentlichung des Superhelden-Mottos.	Non hai abbastanza Gemme dell'eternità per comprare questo pacchetto.\nLe gemme dell'eternità facevano parte delle ricompense degli eventi nei mesi precedenti alla pubblicazione del tema Supereroi.	このパックを購入するには永遠の宝石が足りません。\n永遠の宝石はスーパーヒーローテーマのリリースに先立って行われた数か月間のイベント報酬の一部でした。	이 팩을 구매할 영원의 보석이 부족합니다.\n영원의 보석은 슈퍼히어로 테마 출시 이벤트 당시 지급되었던 보상입니다.	Для покупки набора не хватает камней вечности.\nКамни вечности — это награда события до появления темы «Супергерои».	Te faltan gemas de la eternidad para comprar este pack.\nLas gemas de la eternidad formaban parte de las recompensas de evento en los meses anteriores al lanzamiento de la temática de superhéroes.	Você não tem Joias da Eternidade o suficiente para comprar este pacote.\nJoias da Eternidade eram parte das recompensas de evento nos meses que antecederam ao lançamento do tema Super-herói.	Masz za mało Klejnotów Wieczności na kupienie tego pakietu.\nKlejnoty Wieczności znajdowały się pośród nagród za wydarzenia w miesiącach poprzedzających wydanie zestawu Superbohaterów.	DF,SHOP,POPUP
7230	DF_SHOP_REACH_EPISODE	Reach Episode 3 in single-player campaign to purchase this card pack.	Atteins l'épisode 3 de la campagne solo pour acheter ce pack de cartes.	Erreiche Episode 3 in der Einzelspieler-Kampagne, um dieses Kartenpaket kaufen zu können.	Raggiungi l'episodio 3 nella campagna per giocatore singolo per acquistare questo pacchetto di carte.	このカードパックを購入するには、シングルプレイヤー・ストーリーでエピソード3に到達してください。	싱글플레이 캠페인에서 에피소드 3을 달성하여 이 카드 팩을 구매하세요.	Чтобы купить набор карт, открой эпизод 3 в режиме одиночной кампании.	Llega al episodio 3 en campaña de un jugador para comprar este pack de cartas.	Chegue ao Episódio 3 na campanha de um jogador para comprar este pacote de cartas.	Dojdź do Epizodu 3 w kampanii dla pojedynczego gracza, aby móc kupić ten pakiet kart.	DF,SHOP,POPUP
7231	DF_SHOP_NOT_ENOUGH_GEMS_HEADER	Not enough Eternity Gems	Pas assez de gemmes d'éternité	Nicht genügend Ewige Edelsteine	Gemme dell'eternità insufficienti	永遠の宝石が足りません	영원의 보석 부족	Не хватает камней вечности.	Te faltan gemas de la eternidad.	Joias da Eternidade insuficientes	Za mało Klejnotów Wieczności	DF,SHOP,POPUP
700	DF_CARD_PACK_NORMAL1	Upgrade Pack	Pack d'amélioration	Upgrade-Paket	Pacchetto potenziamenti	パックをアップグレード	업그레이드 팩	Набор улучшения	Pack de mejora	Pacote de Melhoria	Pakiet Ulepszeń	DF,SHOP,CPS
701	DF_CARD_PACK_NORMAL2	Giant Pack	Pack géant	Riesenpaket	Pacchetto gigantesco	ジャイアントパック	거대 팩	Гигантский набор	Pack gigante	Pacote Gigante	Ogromny Pakiet	DF,SHOP,CPS
702	DF_CARD_PACK_NORMAL3	Magical Pack	Pack magique	Magisches Paket	Pacchetto magico	マジカルパック	마법 팩	Магический набор	Pack mágico	Pacote Mágico	Magiczny Pakiet	DF,SHOP,CPS
703	DF_CARD_PACK_NORMAL4	Super Magical Pack	Super pack magique	Supermagisches Paket	Super pacchetto magico	スーパーマジカルパック	죽이는 마법 팩	Магический супернабор	Pack requetemágico	Pacote Supermágico	Super Magiczny Pakiet	DF,SHOP,CPS
704	DF_CARD_PACK_RARE1	Pile of Gold	Tas d'or	Goldhaufen	Mucchio d'oro	金の山	황금 무더기	Горстка золота	Montón de oro	Pilha de Ouro	Stos Złota	DF,SHOP,CPS
705	DF_CARD_PACK_RARE2	Bear of Gold	Ours en or	Goldbär	Orso d'oro	金のクマ	황금 곰	Медведь-копилка	Oso de oro	Urso de Ouro	Złoty Niedźwiedź	DF,SHOP,CPS
706	DF_CARD_PACK_RARE3	Pig of Gold	Cochon en or	Goldschwein	Maiale d'oro	金のブタ	황금 돼지	Свинья-копилка	Cerdo de oro	Porco de Ouro	Złota Świnia	DF,SHOP,CPS
707	DF_CARD_PACK_RARE4	Elephant of Gold	Éléphant en or	Goldelefant	Elefante d'oro	金のゾウ	황금 코끼리	Слон-копилка	Elefante de oro	Elefante de Ouro	Złoty Słoń	DF,SHOP,CPS
718	DF_CARDPACK	Card Pack	Pack de cartes	Kartenpaket	Pacchetto carte	カードパック	카드 팩	Набор карт	Pack de cartas	Pacote de Carta	Paczka kart	DF,SHOP,CPS
2157	DF_PVP_PACK_GET_NOW	REFRESH NOW	ACTUALISER	JETZT AKTUALISIEREN	AGGIORNA ORA	更新する	새로 고침	ОБНОВИТЬ СЕЙЧАС	ACTUALIZAR AHORA	ATUALIZAR AGORA	ODŚWIEŻ TERAZ	DF,SHOP,CPS
7856	DF_CARD_ITEM_DUPLICATE	OWNED!	DÉJÀ À TOI !	DUPLIKAT!	POSSEDUTO!	入手済み！	보유함!	УЖЕ ЕСТЬ!	¡REPETIDA!	REPETIDA!	POSIADANE!	DF,SHOP,CPS
8586	DF_SHOP_CP_INFO_EARN_CARD_PACK	Win PvP battles to earn event card packs!	Remporte des combats PvP pour gagner des packs de cartes d'événement !	Gewinne PvP-Schlachten, um Event-Kartenpakete zu verdienen.	Vinci battaglie PvP per guadagnare pacchetti di carte evento!	PvPバトルに勝利してイベントカードパックを入手しよう！	PvP 전투에서 승리해 이벤트 카드 팩을 획득하세요!	Побеждай в PvP-боях и получай наборы карт события!	¡Gana batallas JcJ para conseguir packs de cartas de evento!	Vença batalhas JxJ pra ganhar pacotes de cartas do evento!	Wygrywaj walki PvP i zdobywaj pakiety kart wydarzeń!	DF,SHOP,CP,INFO
8587	DF_SHOP_CP_INFO_FIND_CHEESY_POOF	Collect cheesy poofs from various places during the event.	Récupère des Cheesy Poofs dans différents endroits durant l'événement.	Sammle im Verlauf des Events an verschiedenen Orten Käsebällchen.	Raccogli i poof al formaggio da vari luoghi durante l'evento.	イベント期間中、さまざまな場所からチーズプーフを集めよう。	이벤트 기간 동안 다양한 장소에서 치즈볼을 수집해보세요.	Собирай сырные подушечки во время события.	Recoge Cheesy Poofs en diferentes zonas durante el evento.	Colete salgadinhos de queijo em vários lugares durante o evento.	Zbierz swoje chipsy serowe w najróżniejszych miejscach w trakcie wydarzenia.	DF,SHOP,CP,INFO
8588	DF_SHOP_CP_INFO_SPEND_CHEESY_POOF	Spend cheesy poofs on amazing prizes in the Cheesy Poof event shop!\n\nThe shop closes in:	Dépense des Cheesy Poofs pour des prix incroyables dans la boutique d'événement Cheesy Poof !\n\nLa boutique ferme dans :	Nutze Käsebällchen für erstaunliche Preise im Käsebällchen-Event-Shop!\n\nDer Shop schließt in:	Usa i poof al formaggio per ottenere fantastici premi nel negozio dell'evento Patatina al formaggio!\n\nIl negozio chiude tra:	「チーズプーフ」イベントショップでチーズプーフを使い、素晴らしい賞品を手に入れよう！\n\n閉店まであと：	치즈볼을 사용해 치즈볼 이벤트 상점에서 끝내주는 상품을 구매하세요!\n\n상점이 닫힐 때까지:	Покупай крутые призы за сырные подушечки в магазине события!\n\nМагазин закроется через:	¡Canjea tus Cheesy Poofs por premios increíbles en la tienda del evento Cheesy Poofs!\n\nLa tienda cierra en:	Consiga prêmios incríveis com os salgadinhos de queijo na loja do evento Salgadinhos de Queijo!\n\nA loja fecha em:	Wymień chipsy serowe na wspaniałe nagrody w sklepie wydarzenia Serowy chips!\n\nSklep zamknie się za:	DF,SHOP,CP,INFO
8589	DF_SHOP_CP_INFO_TIME_LIMITED_CURRENCY	Cheesy poofs are a time limited event currency.	Les Cheesy Poofs sont une monnaie d'événement à durée limitée.	Käsebällchen sind eine zeitlich begrenzt erhältliche Event-Währung.	I poof al formaggio sono una valuta per eventi a tempo limitato.	チーズプーフは期間限定のイベント通貨です。	치즈볼은 기간 한정 이벤트 재화입니다.	Сырные подушечки — это ограниченная по времени валюта события.	Los Cheesy Poofs son un tipo de moneda de evento de tiempo limitado.	Os salgadinhos de queijo são uma moeda do evento por tempo limitado.	Chipsy serowe są walutą w wydarzeniu z ograniczonym okresem ważności.	DF,SHOP,CP,INFO
8590	DF_SHOP_CP_INFO_CHEESY_POOF_CONVERSION	When the event ends, any remaining cheesy poofs will be converted into coins.	À la fin de l'événement, les Cheesy Poofs restants seront convertis en pièces.	Wenn das Event endet, werden alle verbleibenden Käsebällchen in Münzen umgewandelt.	Alla fine dell'evento, i rimanenti poof al formaggio vengono convertiti in monete.	イベント終了後、残りのチーズプーフはコインに変換されます。	이벤트가 종료된 후 남은 치즈볼은 코인으로 전환됩니다.	По окончании события сырные подушечки превратятся в монеты.	Cuando termine el evento, los Cheesy Poofs restantes se convertirán en monedas.	Assim que o evento terminar, os salgadinhos de queijo restantes serão convertidos em moedas.	Wkrótce po zakończeniu wydarzenia pozostałe chipsy serowe zostaną zamienione na monety.	DF,SHOP,CP,INFO
8591	DF_SHOP_CP_INFO_TITLE	Cheesy Poof Event	Événement Cheesy Poof	Käsebällchen-Event	Evento Poof al formaggio	「チーズプーフ」イベント	치즈볼 이벤트	Событие «Сырные подушечки»	Evento Cheesy Poofs	Evento Salgadinhos de Queijo	Wydarzenie Serowy chips	DF,SHOP,CP,INFO
8592	DF_SHOP_CP_INFO_END_EVENT_TITLE	End of the Event	Fin de l'événement	Ende des Events	Fine dell'evento	イベント終了	이벤트 종료	Конец события	Fin del evento	Fim do Evento	Koniec wydarzenia	DF,SHOP,CP,INFO
8632	DF_SHOP_CP_INFO_CHEESY_POOF_CONVERSION2	The Cheesy Poof event shop has closed. \n When the event ends, any remaining cheesy poofs will be converted into coins.	La boutique d'événement Cheesy Poof a fermé. \n\nÀ la fin de l'événement, les Cheesy Poofs restants seront convertis en pièces.	Der Käsebällchen-Event-Shop hat geschlossen. \n\nWenn das Event endet, werden alle verbleibenden Käsebällchen in Münzen umgewandelt.	Il negozio dell'evento Poof al formaggio è chiuso. \n Alla fine dell'evento, i rimanenti poof al formaggio vengono convertiti in monete.	「チーズプーフ」イベントショップは閉店しました。\nイベント終了後、残りのチーズプーフはコインに変換されます。	치즈볼 이벤트 상점이 문을 닫았습니다. \n 이벤트가 종료된 후 남은 치즈볼은 코인으로 전환됩니다.	Магазин события «Сырные подушечки» закрылся.\nПо окончании события сырные подушечки превратятся в монеты.	La tienda de Cheesy Poofs ha cerrado.\n Cuando termine el evento, los Cheesy Poofs restantes se convertirán en monedas.	A loja do evento Salgadinhos de Queijo já fechou.\nAssim que o evento terminar, os salgadinhos de queijo restantes serão convertidos em moedas.	Sklep wydarzenia Serowy chips jest już zamknięty. \n\nWkrótce po zakończeniu wydarzenia pozostałe chipsy serowe zostaną zamienione na monety.	DF,SHOP,CP,INFO
8596	DF_SHOP_CP_EE_POPUP_TITLE	Event Ended	Événement terminé	Event beendet	Evento terminato	イベントは終了しました	이벤트 종료	Событие завершилось	El evento ha terminado.	Evento encerrado	Wydarzenie dobiegło końca	DF,SHOP,CP,EE
8597	DF_SHOP_CP_EE_POPUP_DESCRIPTION	Your leftover cheesy poofs have been converted to coins.	Tes Cheesy Poofs restants ont été convertis en pièces.	Deine verbleibenden Käsebällchen wurden Münzen umgewandelt.	I poof al formaggio rimasti sono stati convertiti in monete.	残ったチーズプーフはコインに変換されました。	남은 치즈볼은 코인으로 전환됩니다.	Оставшиеся сырные подушечки превратились в монеты.	Tus Cheesy Poofs restantes se han convertido en monedas.	Seus salgadinhos de queijo que sobraram foram convertidos em moedas.	Pozostałe chipsy serowe zostały zamienione na monety.	DF,SHOP,CP,EE
8598	DF_SHOP_CP_EE_POPUP_OK	OK	OK	OK	OK	OK	확인	OK	ACEPTAR	OK	OK	DF,SHOP,CP,EE
8600	RDV_DF_SHOP_CP_CARD_EPIC	One Epic Card	Une carte épique	Eine Epische Karte	Una carta epica	エピックカード1枚	영웅 카드 한 장	Одна эпическая карта	Una carta épica	Uma carta Épica	Jedna karta epicka	DF,SHOP,CP,PACKS
8601	RDV_DF_SHOP_CP_CHEESY_POOFS	Extra Cheesy Poofs	Cheesy Poofs supplémentaires	Zusätzliche Käsebällchen	Poof al formaggio extra	追加のチーズプーフ	추가 치즈볼	Порция сырных подушечек	Extra de Cheesy Poofs	Salgadinhos de queijo extras	Dodatkowe chipsy serowe	DF,SHOP,CP,PACKS
8602	RDV_DF_SHOP_CP_STICKER	Single Upgrade Item	Objet d'amélioration unique	Einzelnes Upgrade-Objekt	Singolo oggetto potenziamento	シングルアップグレードアイテム	업그레이드 아이템 한 개	Один предмет улучшения	Objeto de mejora único	Único item de melhoria	Pojedynczy przedmiot do ulepszeń	DF,SHOP,CP,PACKS
8603	RDV_DF_SHOP_CP_HAT	A Stylish Hat	Un chapeau stylé	Ein stylischer Hut	Un cappello alla moda	スタイリッシュな帽子	멋쟁이 모자	Стильный головной убор	Gorra elegante	Um chapéu estiloso	Stylowa czapka	DF,SHOP,CP,PACKS
8604	RDV_DF_SHOP_CP_CASH	Cash	Fric	Kohle	Contanti	マネー	캐쉬	Наличность	Dinero	Dinheiro	Kasa	DF,SHOP,CP,PACKS
8605	RDV_DF_SHOP_CP_CARDS	Bunch of cards	Tas de cartes	Ein Haufen Karten	Un po' di carte	カードの束	카드 묶음	Несколько карт	Un montón de cartas	Monte de cartas	Kupa kart	DF,SHOP,CP,PACKS
8606	RDV_DF_SHOP_CP_STICKERS	Bundle of upgrade items	Paquet d'objets d'amélioration	Ein Haufen Upgrade-Objekte	Un po' di oggetti potenziamento	アップグレードアイテムのバンドル	업그레이드 아이템 묶음	Набор предметов улучшения	Lote de objetos de mejora	Pacote de itens de melhoria	Paczka przedmiotów do ulepszeń.	DF,SHOP,CP,PACKS
8607	RDV_DF_SHOP_CP_CARDPACK_ALL	{card} Cards, guaranteed at least {rarity_rare} Rare and {rarity_epic} Epic. Also: {coin} coins and {upgrade} upgrade items.	{card} cartes, dont au moins {rarity_rare} rares et {rarity_epic} épiques garanties. Et aussi : {coin} pièces et {upgrade} objets d'amélioration.	{card} Karten, mindestens {rarity_rare} Seltene und {rarity_epic} Epische. Außerdem: {coin} Münzen und {upgrade} Upgrade-Objekte.	{card} carte di cui almeno {rarity_rare} rare e {rarity_epic} epiche garantite. Inoltre: {coin} monete e {upgrade} oggetti potenziamento.	カード{card}枚、レア最低{rarity_rare}枚とエピック最低{rarity_epic}枚保証。さらに、コイン{coin}枚とアップグレードアイテム{upgrade}個。	카드 {card}장(희귀 {rarity_rare}장 이상, 영웅 {rarity_epic}장 이상) + 코인 {coin}개 + 업그레이드 아이템 {upgrade}개	Карты: {card}, из них редких: {rarity_rare}, эпических: {rarity_epic}. А также монеты: {coin} и предметы улучшения: {upgrade}.	{card} cartas, al menos {rarity_rare} raras y {rarity_epic} épicas garantizadas. Además, {coin} monedas y {upgrade} objetos de mejora.	{card} cartas, com pelo menos {rarity_rare} Raras e {rarity_epic} Épicas garantidas. E também: {coin} moedas e {upgrade} itens de melhoria.	{card} kart/y, w tym gwarantowane rzadkie w liczbie co najmniej {rarity_rare} i epickie – co najmniej {rarity_epic}. Dodatkowo: {coin} monet oraz przedmioty do ulepszeń ({upgrade}).	DF,SHOP,CP,PACKS
